CompID,UserID,PublicRank,Successful Submission Count,CompPartCreated Year,CompPartCreated Month,CompPartCreated Day_of_week
ID_R4NQ,ID_TMKQGCIA,rank 11,count 5,3,11,5
ID_MICX,ID_TMKQGCIA,,,3,5,5
ID_AXVN,ID_TMKQGCIA,,count 10,3,8,3
ID_GQCR,ID_TMKQGCIA,,,3,10,5
ID_R4NQ,ID_EVR39M47,rank 11,count 3,3,11,5
ID_R4NQ,ID_KZCC1719,rank 11,count 8,3,11,7
ID_R4NQ,ID_TH50IT5B,rank 11,count 9,3,11,5
ID_C59X,ID_TH50IT5B,rank 1,count 10,3,3,4
ID_MICX,ID_TH50IT5B,rank 10,count 7,3,4,4
ID_R5HL,ID_TH50IT5B,,,3,10,7
ID_Z5QP,ID_TH50IT5B,rank 1,count 10,3,6,3
ID_GFDE,ID_TH50IT5B,rank 1,count 10,3,3,3
ID_R4NQ,ID_XH4ST2UN,rank 11,count 4,3,11,2
ID_WIA6,ID_XH4ST2UN,,,3,12,6
ID_C59X,ID_XH4ST2UN,rank 1,count 10,3,3,5
ID_MICX,ID_XH4ST2UN,rank 11,count 3,3,4,2
ID_E1LI,ID_XH4ST2UN,,,3,9,5
ID_F7X4,ID_XH4ST2UN,rank 2,count 6,3,1,6
ID_GCU7,ID_XH4ST2UN,,,3,6,4
ID_3JA7,ID_XH4ST2UN,,,3,9,5
ID_Z5QP,ID_XH4ST2UN,,,3,6,3
ID_GFDE,ID_XH4ST2UN,rank 2,count 10,3,3,2
ID_LXXE,ID_XH4ST2UN,,,3,12,6
ID_G7A4,ID_XH4ST2UN,rank 10,count 10,3,10,5
ID_GQCR,ID_XH4ST2UN,rank 2,count 10,3,10,5
ID_ZSZR,ID_XH4ST2UN,,,3,3,3
ID_R4NQ,ID_V0MDX8JO,rank 11,count 5,3,11,5
ID_HZ45,ID_V0MDX8JO,,,3,10,5
ID_G7A4,ID_V0MDX8JO,,,3,10,5
ID_GQCR,ID_V0MDX8JO,,,3,10,5
ID_R4NQ,ID_M654L0H4,rank 11,count 3,3,11,5
ID_R4NQ,ID_DH71J59C,rank 11,count 5,3,11,3
ID_MPSN,ID_DH71J59C,rank 11,count 6,2,3,1
ID_AWEI,ID_DH71J59C,,,2,3,5
ID_C59X,ID_DH71J59C,rank 1,count 10,3,3,1
ID_MICX,ID_DH71J59C,rank 4,count 3,3,4,7
ID_D42Y,ID_DH71J59C,,,2,10,2
ID_GCU7,ID_DH71J59C,rank 7,count 6,2,6,4
ID_1CBJ,ID_DH71J59C,,,2,3,2
ID_GFDE,ID_DH71J59C,rank 2,count 10,3,3,7
ID_T638,ID_DH71J59C,rank 8,count 6,2,3,2
ID_R4NQ,ID_99GOD5AH,rank 1,count 10,3,11,4
ID_AWEI,ID_99GOD5AH,rank 6,count 10,2,5,5
ID_4DT4,ID_99GOD5AH,rank 2,count 10,3,5,3
ID_U1HE,ID_99GOD5AH,,,2,12,3
ID_R4NQ,ID_T986NFSC,rank 1,count 8,3,11,1
ID_MPSN,ID_T986NFSC,rank 3,count 10,3,10,6
ID_R5HL,ID_T986NFSC,rank 11,count 9,3,10,7
ID_GQCR,ID_T986NFSC,,,3,10,4
ID_R4NQ,ID_5S85CVS2,rank 1,count 6,3,11,4
ID_J66M,ID_5S85CVS2,,,3,10,5
ID_PH4H,ID_5S85CVS2,rank 11,count 10,3,10,5
ID_HZ45,ID_5S85CVS2,,,3,10,5
ID_GQCR,ID_5S85CVS2,,,3,10,5
ID_R4NQ,ID_VE6CC7Z7,rank 1,count 9,3,11,4
ID_P8IG,ID_VE6CC7Z7,rank 1,count 8,3,10,2
ID_GTIV,ID_VE6CC7Z7,,,3,11,7
ID_CKLY,ID_VE6CC7Z7,,,3,8,4
ID_R5HL,ID_VE6CC7Z7,rank 6,count 10,3,11,5
ID_G7A4,ID_VE6CC7Z7,,count 9,3,10,5
ID_GQCR,ID_VE6CC7Z7,rank 1,count 9,3,10,4
ID_4NVL,ID_VE6CC7Z7,,,3,5,3
ID_R4NQ,ID_JQ87UN6P,rank 1,count 6,3,11,1
ID_TLNM,ID_JQ87UN6P,,,3,7,4
ID_LQ4P,ID_JQ87UN6P,,,3,11,4
ID_R4NQ,ID_GQ4RQR0Q,rank 1,count 10,3,11,6
ID_I5BX,ID_GQ4RQR0Q,,,3,11,7
ID_R4NQ,ID_XO45TNKT,rank 1,count 6,3,11,5
ID_MICX,ID_XO45TNKT,rank 5,count 10,3,4,5
ID_Z5QP,ID_XO45TNKT,,,3,6,5
ID_R4NQ,ID_WKD592BL,rank 1,count 10,3,11,6
ID_MPSN,ID_WKD592BL,rank 9,count 8,3,8,4
ID_C59X,ID_WKD592BL,,,3,3,2
ID_MICX,ID_WKD592BL,rank 10,count 7,3,4,4
ID_F7X4,ID_WKD592BL,,,3,1,6
ID_GCU7,ID_WKD592BL,,,3,6,4
ID_Z5QP,ID_WKD592BL,,,3,6,3
ID_GFDE,ID_WKD592BL,,,3,3,2
ID_AXVN,ID_WKD592BL,,,3,6,1
ID_GQCR,ID_WKD592BL,rank 9,count 6,3,10,5
ID_ZSZR,ID_WKD592BL,,,3,3,1
ID_R4NQ,ID_S9UMLNUY,rank 1,count 10,3,11,4
ID_MICX,ID_S9UMLNUY,rank 5,count 10,3,4,3
ID_Z5QP,ID_S9UMLNUY,,,3,6,3
ID_GFDE,ID_S9UMLNUY,,,3,3,3
ID_R4NQ,ID_DC3S8AF2,rank 1,count 8,3,11,5
ID_R4NQ,ID_WH8G84I5,,,3,11,4
ID_HZ45,ID_WH8G84I5,,,3,10,2
ID_G7A4,ID_WH8G84I5,,,3,10,2
ID_GQCR,ID_WH8G84I5,,,3,10,2
ID_R4NQ,ID_FZAFKTPM,,,3,11,7
ID_ASHZ,ID_FZAFKTPM,,,3,10,4
ID_R4NQ,ID_IJG1350W,,,3,11,3
ID_SNXY,ID_IJG1350W,,,3,11,5
ID_R4NQ,ID_IFR2FDP5,,,3,11,4
ID_R4NQ,ID_7PK407VR,,,3,11,5
ID_R4NQ,ID_74D9FMXD,,,3,11,4
ID_IUTP,ID_74D9FMXD,,,2,11,4
ID_FBDX,ID_74D9FMXD,,,2,12,4
ID_MICX,ID_74D9FMXD,rank 2,count 3,3,4,6
ID_GCU7,ID_74D9FMXD,rank 8,count 10,2,7,5
ID_H4L8,ID_74D9FMXD,,,2,8,2
ID_HJ9S,ID_74D9FMXD,,,2,11,4
ID_GFDE,ID_74D9FMXD,,,3,3,3
ID_XWMG,ID_74D9FMXD,,,2,12,4
ID_R4NQ,ID_UYDGT2X1,,count 10,3,11,3
ID_MPSN,ID_UYDGT2X1,,,3,10,4
ID_Y5IP,ID_UYDGT2X1,,,3,5,2
ID_R5HL,ID_UYDGT2X1,rank 9,count 6,3,10,7
ID_VK18,ID_UYDGT2X1,rank 10,count 10,3,6,5
ID_G7A4,ID_UYDGT2X1,,,3,10,4
ID_GQCR,ID_UYDGT2X1,,,3,10,3
ID_R4NQ,ID_SFADN2MP,rank 1,count 6,3,11,5
ID_R4NQ,ID_HYYEFSXG,,,3,11,2
ID_R4NQ,ID_G3QNELQN,rank 1,count 10,3,11,6
ID_ON5E,ID_G3QNELQN,,,3,9,5
ID_XYJZ,ID_G3QNELQN,,,3,7,5
ID_R4NQ,ID_9CJ2PM44,rank 11,count 6,3,11,3
ID_R4NQ,ID_WIP914MV,,,3,11,2
ID_WIA6,ID_WIP914MV,,,3,11,2
ID_GTIV,ID_WIP914MV,,,3,11,5
ID_ASHZ,ID_WIP914MV,,,3,11,1
ID_CKLY,ID_WIP914MV,,,3,7,2
ID_R4NQ,ID_RX4THL2W,,,3,11,4
ID_R4NQ,ID_8OTWJHBE,rank 1,count 10,3,11,5
ID_EZD0,ID_8OTWJHBE,rank 11,count 10,3,11,3
ID_JAOW,ID_8OTWJHBE,rank 11,count 8,3,7,5
ID_R4NQ,ID_BARN8FWU,,,3,11,5
ID_R4NQ,ID_TWKUTDKF,,,3,11,5
ID_MPSN,ID_TWKUTDKF,,,3,10,1
ID_LQ4P,ID_TWKUTDKF,,,3,11,4
ID_R5HL,ID_TWKUTDKF,,count 10,3,10,7
ID_GQCR,ID_TWKUTDKF,,,3,10,4
ID_R4NQ,ID_60UTP6T3,,,3,11,4
ID_R4NQ,ID_6FEC1STX,,count 10,3,11,4
ID_GQCR,ID_6FEC1STX,,,3,10,5
ID_R4NQ,ID_8L1HS35U,,,3,11,4
ID_R4NQ,ID_JVZ9P2EU,rank 11,count 5,3,11,3
ID_WIA6,ID_JVZ9P2EU,,,3,12,1
ID_C59X,ID_JVZ9P2EU,,,3,3,1
ID_MICX,ID_JVZ9P2EU,rank 9,count 10,3,4,3
ID_3JA7,ID_JVZ9P2EU,,,3,9,4
ID_Z5QP,ID_JVZ9P2EU,rank 10,count 10,3,6,3
ID_GFDE,ID_JVZ9P2EU,rank 1,count 10,3,3,1
ID_R4NQ,ID_YLA9WU1S,,count 10,3,11,3
ID_LMFN,ID_YLA9WU1S,,,2,6,7
ID_P8IG,ID_YLA9WU1S,,,2,6,7
ID_R5HL,ID_YLA9WU1S,,,3,11,7
ID_0HHR,ID_YLA9WU1S,,,3,3,2
ID_R4NQ,ID_1IIWCJ69,,,3,11,5
ID_G7A4,ID_1IIWCJ69,,,3,10,5
ID_R4NQ,ID_RUGMQF6D,,,3,11,3
ID_AWEI,ID_RUGMQF6D,,,2,12,7
ID_88GO,ID_RUGMQF6D,,,3,1,3
ID_I52W,ID_RUGMQF6D,rank 11,count 8,3,2,3
ID_GTIV,ID_RUGMQF6D,,,3,11,6
ID_F0B5,ID_RUGMQF6D,,,3,6,6
ID_85VQ,ID_RUGMQF6D,,,2,12,7
ID_R5HL,ID_RUGMQF6D,,,3,11,3
ID_R4NQ,ID_6C0NAKNG,,,3,11,3
ID_MICX,ID_6C0NAKNG,rank 9,count 10,3,4,5
ID_GFDE,ID_6C0NAKNG,,,3,3,1
ID_GQCR,ID_6C0NAKNG,,,3,10,3
ID_R4NQ,ID_LA74SLPG,,count 6,3,11,5
ID_GI2A,ID_LA74SLPG,rank 11,count 3,3,7,3
ID_F53H,ID_LA74SLPG,rank 1,count 5,2,12,7
ID_FBDX,ID_LA74SLPG,,,2,12,4
ID_4DT4,ID_LA74SLPG,rank 11,count 3,3,4,4
ID_H4L8,ID_LA74SLPG,rank 1,count 9,2,11,3
ID_U1HE,ID_LA74SLPG,rank 11,count 3,2,11,6
ID_VK18,ID_LA74SLPG,rank 11,count 8,3,4,4
ID_OBP1,ID_LA74SLPG,,,3,4,1
ID_XWMG,ID_LA74SLPG,rank 11,count 6,2,12,4
ID_ZSZR,ID_LA74SLPG,rank 11,count 3,3,4,7
ID_R4NQ,ID_YK2RJOWK,,,3,11,7
ID_C59X,ID_YK2RJOWK,rank 1,count 10,3,3,6
ID_MICX,ID_YK2RJOWK,,,3,4,2
ID_GFDE,ID_YK2RJOWK,rank 2,count 10,3,3,1
ID_IAYS,ID_YK2RJOWK,,,2,11,6
ID_ZSZR,ID_YK2RJOWK,,,3,3,2
ID_R4NQ,ID_PTAA4TSI,,,3,11,4
ID_MICX,ID_PTAA4TSI,rank 4,count 10,3,4,3
ID_GCU7,ID_PTAA4TSI,rank 10,count 10,3,4,3
ID_R4NQ,ID_DL60K4GN,,,3,11,7
ID_C59X,ID_DL60K4GN,rank 11,count 10,3,3,4
ID_MICX,ID_DL60K4GN,rank 9,count 4,3,4,3
ID_E1LI,ID_DL60K4GN,,,3,3,3
ID_GCU7,ID_DL60K4GN,rank 7,count 10,3,2,1
ID_GFDE,ID_DL60K4GN,rank 8,count 10,3,3,3
ID_G7A4,ID_DL60K4GN,,,3,10,2
ID_ZSZR,ID_DL60K4GN,,,3,2,1
ID_R4NQ,ID_1DW76QEU,,,3,11,4
ID_P8IG,ID_1DW76QEU,,,3,7,7
ID_GCU7,ID_1DW76QEU,,,3,7,7
ID_1INW,ID_1DW76QEU,,,3,7,7
ID_VDSL,ID_1DW76QEU,,,3,10,1
ID_G7A4,ID_1DW76QEU,,,3,10,4
ID_ZSZR,ID_1DW76QEU,,,3,3,2
ID_R4NQ,ID_H7BXOAOB,,,3,11,4
ID_R4NQ,ID_A0ANS0BW,rank 10,count 10,3,11,5
ID_VS6D,ID_A0ANS0BW,rank 11,count 10,3,10,2
ID_R4NQ,ID_VMBFO8RV,,,3,11,4
ID_R5HL,ID_VMBFO8RV,,,3,12,5
ID_R4NQ,ID_UL8OM9ZG,,,3,11,5
ID_AWEI,ID_UL8OM9ZG,,,2,6,1
ID_D42Y,ID_UL8OM9ZG,,,2,6,4
ID_JAOW,ID_UL8OM9ZG,,,3,7,5
ID_R4NQ,ID_O36G2SSM,,,3,11,4
ID_MPSN,ID_O36G2SSM,rank 6,count 6,3,7,6
ID_LQ4P,ID_O36G2SSM,rank 11,count 6,3,11,4
ID_R5HL,ID_O36G2SSM,,,3,12,7
ID_VK18,ID_O36G2SSM,,,3,7,6
ID_VS6D,ID_O36G2SSM,rank 8,count 10,3,7,7
ID_R4NQ,ID_N2EQRF71,,,3,11,5
ID_R4NQ,ID_KVFVY44Q,,,3,11,2
ID_J66M,ID_KVFVY44Q,,,3,11,2
ID_R4NQ,ID_XYI08P36,,,3,11,5
ID_R4NQ,ID_0VJC40JQ,,,3,11,4
ID_SW6X,ID_0VJC40JQ,,,3,11,4
ID_SNXY,ID_0VJC40JQ,,,3,11,4
ID_R4NQ,ID_KNTM61K0,,,3,11,4
ID_R4NQ,ID_8O7ZM0MG,,,3,11,6
ID_3HST,ID_8O7ZM0MG,,,3,7,2
ID_R4NQ,ID_N1FYIYQY,,,3,11,4
ID_R4NQ,ID_XNZR0HPA,,,3,11,4
ID_MICX,ID_XNZR0HPA,rank 3,count 5,3,4,3
ID_4DT4,ID_XNZR0HPA,,,3,5,6
ID_R5HL,ID_XNZR0HPA,rank 9,count 10,3,11,1
ID_XWMG,ID_XNZR0HPA,,,3,1,6
ID_ZSZR,ID_XNZR0HPA,,count 10,3,3,1
ID_3HST,ID_XNZR0HPA,,,3,9,3
ID_R4NQ,ID_CX5N3Q88,,,3,11,2
ID_SNXY,ID_CX5N3Q88,,,3,11,4
ID_HZ45,ID_CX5N3Q88,,,3,10,1
ID_EZD0,ID_CX5N3Q88,,count 10,3,11,2
ID_G7A4,ID_CX5N3Q88,,,3,10,1
ID_GQCR,ID_CX5N3Q88,,,3,10,1
ID_R4NQ,ID_NCR4KWB2,,,3,11,4
ID_R4NQ,ID_VVONMI5C,,,3,11,4
ID_1INW,ID_VVONMI5C,,count 10,3,11,3
ID_GQCR,ID_VVONMI5C,,,3,10,5
ID_R4NQ,ID_8O06FT2O,,count 10,3,11,4
ID_MICX,ID_8O06FT2O,rank 5,count 4,3,4,4
ID_3HST,ID_8O06FT2O,,,3,7,6
ID_R4NQ,ID_Z16TO4N7,,,3,11,3
ID_SNXY,ID_Z16TO4N7,,,3,11,3
ID_R5HL,ID_Z16TO4N7,rank 9,count 8,3,11,3
ID_VNN1,ID_Z16TO4N7,,,3,11,4
ID_VS6D,ID_Z16TO4N7,,,3,11,1
ID_EZD0,ID_Z16TO4N7,,,3,11,6
ID_R4NQ,ID_26Y3HIPK,,,3,11,7
ID_R4NQ,ID_OX0H0A7X,,,3,11,3
ID_P8IG,ID_OX0H0A7X,,,3,11,7
ID_D42Y,ID_OX0H0A7X,,,3,11,3
ID_HJ9S,ID_OX0H0A7X,,,3,11,3
ID_VS6D,ID_OX0H0A7X,,,3,7,1
ID_VDSL,ID_OX0H0A7X,,,3,5,1
ID_R4NQ,ID_8D53X938,rank 1,count 10,3,11,4
ID_WIA6,ID_8D53X938,,count 10,3,9,2
ID_MPSN,ID_8D53X938,,,3,10,5
ID_P8IG,ID_8D53X938,,,3,7,7
ID_GCU7,ID_8D53X938,,,3,7,7
ID_4DT4,ID_8D53X938,,,3,6,3
ID_F0B5,ID_8D53X938,,,3,10,4
ID_R5HL,ID_8D53X938,,,3,11,2
ID_1INW,ID_8D53X938,,,3,7,7
ID_LXXE,ID_8D53X938,,,3,12,5
ID_VDSL,ID_8D53X938,,,3,11,7
ID_G7A4,ID_8D53X938,,count 10,3,10,5
ID_GQCR,ID_8D53X938,,,3,10,4
ID_R4NQ,ID_9B999DPA,rank 1,count 10,3,11,4
ID_R4NQ,ID_REI4CNF9,rank 1,count 10,3,11,5
ID_P8IG,ID_REI4CNF9,,,3,10,6
ID_4DT4,ID_REI4CNF9,rank 9,count 10,3,5,3
ID_H4L8,ID_REI4CNF9,,,2,9,5
ID_C748,ID_REI4CNF9,,,3,7,3
ID_R5HL,ID_REI4CNF9,,,3,10,6
ID_PWC6,ID_REI4CNF9,,,3,1,4
ID_G7A4,ID_REI4CNF9,,,3,10,4
ID_R4NQ,ID_680LL2B1,rank 1,count 8,3,11,4
ID_MPSN,ID_680LL2B1,,,3,10,3
ID_GQCR,ID_680LL2B1,,,3,10,3
ID_R4NQ,ID_JBKE1KMG,rank 1,count 10,3,11,5
ID_58T1,ID_JBKE1KMG,,,3,1,1
ID_XWMG,ID_JBKE1KMG,,,3,1,1
ID_R4NQ,ID_W7GOCSI1,rank 1,count 10,3,11,1
ID_ASHZ,ID_W7GOCSI1,,,3,12,4
ID_R4NQ,ID_SU8X21GV,rank 1,count 10,3,11,7
ID_WIA6,ID_SU8X21GV,,,3,11,1
ID_AB95,ID_SU8X21GV,,,3,12,4
ID_CKLY,ID_SU8X21GV,,,3,8,6
ID_GQCR,ID_SU8X21GV,,,3,10,5
ID_664W,ID_SU8X21GV,rank 11,count 10,3,12,1
ID_R4NQ,ID_MIC4SHTZ,,,3,11,5
ID_LQ4P,ID_MIC4SHTZ,rank 11,count 10,3,11,4
ID_R4NQ,ID_XRG691R9,rank 11,count 3,3,11,3
ID_R4NQ,ID_RCDR6PM0,rank 11,count 4,3,11,4
ID_MICX,ID_RCDR6PM0,rank 4,count 6,3,4,2
ID_GCU7,ID_RCDR6PM0,,count 10,3,10,4
ID_4DT4,ID_RCDR6PM0,,count 6,3,8,6
ID_GTIV,ID_RCDR6PM0,,,3,11,1
ID_GFDE,ID_RCDR6PM0,rank 11,count 10,3,3,5
ID_EZD0,ID_RCDR6PM0,,count 5,3,11,3
ID_Y6XI,ID_RCDR6PM0,rank 11,count 6,3,12,1
ID_R4NQ,ID_7OSESE2A,rank 11,count 10,3,11,5
ID_GI2A,ID_7OSESE2A,,,3,6,5
ID_ABBZ,ID_7OSESE2A,rank 11,count 10,3,6,6
ID_CKLY,ID_7OSESE2A,rank 11,count 6,3,8,6
ID_HZ45,ID_7OSESE2A,,,3,10,5
ID_VK18,ID_7OSESE2A,,,3,6,5
ID_GQCR,ID_7OSESE2A,rank 1,count 10,3,10,5
ID_R4NQ,ID_1QGD11EH,rank 11,count 10,3,11,5
ID_CKLY,ID_1QGD11EH,,,3,10,7
ID_GQCR,ID_1QGD11EH,rank 1,count 6,3,10,5
ID_R4NQ,ID_3B4YDKWF,rank 11,count 10,3,11,4
ID_MICX,ID_3B4YDKWF,rank 7,count 8,3,4,3
ID_GFDE,ID_3B4YDKWF,,count 10,3,3,2
ID_3HST,ID_3B4YDKWF,,,3,9,1
ID_R4NQ,ID_JSIDMZFU,rank 11,count 8,3,11,2
ID_MPSN,ID_JSIDMZFU,rank 9,count 10,3,9,2
ID_AWEI,ID_JSIDMZFU,,count 10,3,10,3
ID_SNXY,ID_JSIDMZFU,,,3,10,7
ID_P8IG,ID_JSIDMZFU,rank 10,count 10,3,9,1
ID_D42Y,ID_JSIDMZFU,,,3,11,1
ID_R5HL,ID_JSIDMZFU,rank 5,count 10,3,12,7
ID_EZD0,ID_JSIDMZFU,,count 10,3,11,3
ID_Y6XI,ID_JSIDMZFU,,count 8,3,11,4
ID_G7A4,ID_JSIDMZFU,,count 10,3,10,5
ID_R4NQ,ID_1FIMNMWV,rank 11,count 8,3,11,1
ID_GI2A,ID_1FIMNMWV,rank 11,count 6,3,7,4
ID_4DT4,ID_1FIMNMWV,,,3,4,6
ID_ZSZR,ID_1FIMNMWV,rank 9,count 10,3,4,4
ID_R4NQ,ID_Q843DOZO,rank 11,count 8,3,11,3
ID_MICX,ID_Q843DOZO,,,3,4,4
ID_GFDE,ID_Q843DOZO,,,3,3,7
ID_R4NQ,ID_W1T74UDG,rank 11,count 6,3,11,4
ID_WIA6,ID_W1T74UDG,,,3,12,1
ID_LXXE,ID_W1T74UDG,,,3,12,6
ID_G7A4,ID_W1T74UDG,,,3,10,5
ID_R4NQ,ID_TF0AZZOT,rank 11,count 9,3,11,4
ID_R4NQ,ID_QL884W2O,rank 11,count 8,3,11,4
ID_WIA6,ID_QL884W2O,,count 10,3,11,5
ID_MPSN,ID_QL884W2O,rank 5,count 6,3,5,4
ID_MICX,ID_QL884W2O,rank 11,count 4,3,4,2
ID_4DT4,ID_QL884W2O,,,3,5,4
ID_R5HL,ID_QL884W2O,rank 11,count 3,3,11,6
ID_Z5QP,ID_QL884W2O,,count 10,3,6,4
ID_G370,ID_QL884W2O,,,3,12,3
ID_GFDE,ID_QL884W2O,rank 9,count 10,3,3,7
ID_LXXE,ID_QL884W2O,,count 10,3,12,3
ID_G7A4,ID_QL884W2O,rank 11,count 10,3,10,5
ID_R4NQ,ID_3S2PTMRP,,,3,11,1
ID_MPSN,ID_3S2PTMRP,,,3,10,1
ID_GQCR,ID_3S2PTMRP,,,3,10,5
ID_R4NQ,ID_VB3XGWEI,,count 10,3,11,5
ID_TLNM,ID_VB3XGWEI,,,3,7,4
ID_LQ4P,ID_VB3XGWEI,,,3,11,4
ID_R4NQ,ID_7VAU1YRS,,,3,11,3
ID_4DT4,ID_7VAU1YRS,,,3,7,3
ID_R4NQ,ID_1NJDAEBO,rank 11,count 4,3,11,5
ID_ABBZ,ID_1NJDAEBO,,,3,3,1
ID_88GO,ID_1NJDAEBO,rank 11,count 10,3,1,4
ID_F53H,ID_1NJDAEBO,,count 6,2,12,5
ID_FBDX,ID_1NJDAEBO,rank 11,count 10,2,12,5
ID_8WX8,ID_1NJDAEBO,rank 11,count 6,2,12,5
ID_U1HE,ID_1NJDAEBO,rank 11,count 5,2,12,7
ID_R5HL,ID_1NJDAEBO,rank 9,count 6,3,11,5
ID_HJ9S,ID_1NJDAEBO,rank 1,count 6,3,1,3
ID_GFDE,ID_1NJDAEBO,,,3,3,3
ID_VDSL,ID_1NJDAEBO,rank 11,count 10,3,1,3
ID_XWMG,ID_1NJDAEBO,rank 2,count 10,2,12,5
ID_R4NQ,ID_QBR07GHT,rank 11,count 10,3,11,6
ID_WIA6,ID_QBR07GHT,,count 10,3,12,7
ID_SNXY,ID_QBR07GHT,,,3,12,4
ID_LXXE,ID_QBR07GHT,,,3,12,7
ID_R4NQ,ID_QL2LGN4G,rank 11,count 6,3,11,5
ID_G7A4,ID_QL2LGN4G,,,3,10,5
ID_GQCR,ID_QL2LGN4G,,,3,10,5
ID_R4NQ,ID_0NOY6NRX,rank 11,count 10,3,11,6
ID_MPSN,ID_0NOY6NRX,,,3,12,7
ID_J66M,ID_0NOY6NRX,,,3,12,7
ID_MICX,ID_0NOY6NRX,,,3,4,1
ID_H4L8,ID_0NOY6NRX,,,3,12,7
ID_HJ9S,ID_0NOY6NRX,rank 10,count 10,3,12,7
ID_Y6XI,ID_0NOY6NRX,rank 10,count 10,3,12,7
ID_R4NQ,ID_4U0TCIZX,rank 1,count 4,3,11,3
ID_SW6X,ID_4U0TCIZX,,,3,9,6
ID_CKLY,ID_4U0TCIZX,,,3,9,7
ID_HZ45,ID_4U0TCIZX,,,3,10,4
ID_R5HL,ID_4U0TCIZX,rank 8,count 8,3,11,2
ID_G7A4,ID_4U0TCIZX,,,3,10,4
ID_664W,ID_4U0TCIZX,,,3,12,7
ID_R4NQ,ID_RYD8UV5A,rank 1,count 10,3,11,2
ID_R4NQ,ID_JMP8GKJO,rank 1,count 10,3,11,1
ID_R5HL,ID_JMP8GKJO,,,3,11,7
ID_R4NQ,ID_O0XC2OP7,,,3,11,5
ID_GI2A,ID_O0XC2OP7,,,3,9,1
ID_P8IG,ID_O0XC2OP7,,,3,9,2
ID_1CBJ,ID_O0XC2OP7,,,3,9,2
ID_R4NQ,ID_EYFYSGGV,,,3,11,1
ID_GQCR,ID_EYFYSGGV,,,3,10,5
ID_R4NQ,ID_PXFAHOVW,,,3,11,6
ID_O4PY,ID_PXFAHOVW,,,3,2,1
ID_F0B5,ID_PXFAHOVW,,,3,10,4
ID_HZ45,ID_PXFAHOVW,,,3,10,6
ID_AXVN,ID_PXFAHOVW,,,2,9,2
ID_G7A4,ID_PXFAHOVW,,,3,10,6
ID_GQCR,ID_PXFAHOVW,,,3,10,5
ID_R4NQ,ID_ETI2J9YT,,,3,11,5
ID_G7A4,ID_ETI2J9YT,,,3,10,5
ID_R4NQ,ID_39JRBHKR,,,3,11,5
ID_MPSN,ID_39JRBHKR,,,3,10,6
ID_CKLY,ID_39JRBHKR,rank 11,count 10,3,11,7
ID_GQCR,ID_39JRBHKR,,,3,10,4
ID_R4NQ,ID_X3NJETGU,,,3,11,1
ID_HZ45,ID_X3NJETGU,,,3,10,2
ID_G7A4,ID_X3NJETGU,,,3,10,2
ID_GQCR,ID_X3NJETGU,,,3,10,2
ID_R4NQ,ID_U7A3ZDTU,,,3,11,4
ID_JIF0,ID_HPEZLWVD,,,3,4,2
ID_AWEI,ID_HPEZLWVD,,,3,4,2
ID_JIF0,ID_Y3WI2O3P,,,3,4,2
ID_AWEI,ID_Y3WI2O3P,,,3,4,2
ID_JIF0,ID_R95ZH699,,,3,5,3
ID_AWEI,ID_R95ZH699,,,3,5,3
ID_JIF0,ID_YLGOMELW,,,3,5,3
ID_AWEI,ID_YLGOMELW,,,3,5,3
ID_JIF0,ID_CFW7RJI8,,,3,4,2
ID_AWEI,ID_CFW7RJI8,,,3,4,2
ID_HJ9S,ID_CFW7RJI8,,,3,5,5
ID_VS6D,ID_CFW7RJI8,,,3,8,3
ID_JIF0,ID_WNKH4TJ3,,,3,4,2
ID_AWEI,ID_WNKH4TJ3,,,3,4,2
ID_JIF0,ID_M1ETSTUT,,,3,4,1
ID_AWEI,ID_M1ETSTUT,,,3,4,1
ID_JIF0,ID_PADR8410,,,3,4,2
ID_AWEI,ID_PADR8410,,,3,4,2
ID_JIF0,ID_7EWP7RQH,rank 11,count 10,3,8,3
ID_AWEI,ID_7EWP7RQH,,,3,8,3
ID_T638,ID_7EWP7RQH,,,3,10,2
ID_JIF0,ID_O5CXF8CV,,,3,4,2
ID_AWEI,ID_O5CXF8CV,,,3,4,2
ID_JIF0,ID_WKAZKT35,rank 1,count 10,3,10,5
ID_AWEI,ID_WKAZKT35,,,3,10,5
ID_JIF0,ID_4ZA5KGWC,rank 11,count 9,3,10,2
ID_AWEI,ID_4ZA5KGWC,,,3,10,2
ID_JIF0,ID_OYX4LQM0,,,3,5,3
ID_AWEI,ID_OYX4LQM0,,,3,5,3
ID_JIF0,ID_2PZKAKR9,,count 10,3,10,2
ID_AWEI,ID_2PZKAKR9,,,3,10,2
ID_JIF0,ID_IG8HUWKQ,rank 11,count 10,3,9,6
ID_AWEI,ID_IG8HUWKQ,,,3,9,6
ID_JIF0,ID_RZ7PWEMQ,rank 1,count 10,3,10,7
ID_AWEI,ID_RZ7PWEMQ,,,3,10,7
ID_JIF0,ID_9WAUON75,,,3,4,2
ID_AWEI,ID_9WAUON75,,,3,4,2
ID_JIF0,ID_4Y20661W,,,3,10,7
ID_AWEI,ID_4Y20661W,,,3,10,7
ID_JIF0,ID_8BTZLMJQ,rank 1,count 10,3,10,7
ID_AWEI,ID_8BTZLMJQ,,,3,10,7
ID_JIF0,ID_9JN417J9,rank 1,count 10,3,10,4
ID_AWEI,ID_9JN417J9,,,3,10,4
